mlsfc,mcate_cd,Sex,Age,Month,time,day,fav_plc,click
식당,80615,F,24,1,23,일,문화시설,0
식당,81001,M,32,2,12,화,관광지,1
식당,81017,M,23,11,5,화,문화시설,0
식당,81001,M,52,5,17,수,식당,1
식당,81001,M,19,8,8,수,관광지,1
식당,81001,M,22,10,19,목,레포츠,1
식당,81001,M,22,7,24,일,기타문화공간,1
식당,81506,F,51,11,13,금,레포츠,1
식당,81012,F,28,8,5,일,식당,1
식당,80615,F,46,2,10,수,식당,1
식당,81017,M,32,1,15,금,문화시설,1
식당,81001,F,34,6,16,일,문화시설,1
식당,81003,M,34,3,21,토,레포츠,0
식당,81101,M,30,2,22,화,관광지,1
식당,81001,F,48,12,5,일,관광지,0
식당,81506,M,46,8,8,일,문화시설,1
식당,81001,M,24,4,7,금,기타문화공간,1
식당,81001,F,28,12,6,금,쇼핑,0
식당,81201,F,33,10,6,일,식당,1
식당,81004,M,45,9,7,일,기타문화공간,0
식당,81001,F,49,4,17,목,관광지,0
식당,81001,F,39,8,24,일,관광지,0
식당,81009,M,27,11,7,일,식당,1
식당,81001,F,47,12,5,수,문화시설,0
식당,81001,F,46,6,10,토,관광지,0
식당,81001,F,51,12,13,토,레포츠,1
식당,81001,F,35,1,13,월,기타문화공간,1
식당,81001,F,52,6,13,목,레포츠,1
식당,80615,F,17,2,18,목,관광지,1
식당,81001,F,19,11,12,목,기타문화공간,1
식당,81201,M,25,6,9,목,기타문화공간,0
식당,81001,F,45,10,6,일,쇼핑,1
식당,81001,F,19,9,10,월,식당,1
식당,81017,F,43,12,11,화,관광지,0
식당,80610,M,46,10,8,토,쇼핑,0
식당,81001,F,59,6,14,화,식당,1
식당,81001,M,15,9,18,월,문화시설,1
식당,81001,M,15,10,8,수,식당,0
식당,81505,F,42,9,24,목,관광지,1
식당,81001,F,35,9,20,월,기타문화공간,1
식당,81017,M,29,10,22,화,기타문화공간,0
식당,81001,F,48,11,1,수,문화시설,0
식당,81002,M,17,11,2,수,문화시설,0
식당,81001,M,29,3,4,화,관광지,1
식당,81201,F,14,10,21,수,문화시설,1
식당,81008,M,44,8,15,토,쇼핑,0
식당,81001,F,20,11,9,토,쇼핑,0
식당,81017,F,47,2,9,월,쇼핑,1
식당,81001,F,44,9,17,월,쇼핑,1
식당,81001,F,50,10,23,수,쇼핑,0
식당,81505,F,40,11,3,토,쇼핑,0
식당,81001,M,14,8,7,토,문화시설,1
식당,81001,M,30,8,6,금,문화시설,0
식당,81001,M,42,4,14,금,식당,0
식당,81001,M,25,6,7,월,레포츠,0
식당,81004,F,53,7,23,월,관광지,0
식당,81001,F,31,10,24,월,식당,1
식당,81001,F,58,9,7,화,관광지,0
식당,81001,M,57,6,14,토,관광지,1
식당,81004,M,22,5,11,토,식당,0
식당,81001,F,28,8,14,월,식당,1
식당,81001,F,46,5,6,목,관광지,1
식당,81001,M,45,6,8,수,레포츠,1
식당,81008,F,47,3,6,금,식당,1
식당,81001,M,25,12,13,화,식당,1
식당,81003,F,29,4,13,수,관광지,1
식당,81001,F,47,4,22,목,레포츠,1
식당,81006,M,35,5,21,토,기타문화공간,0
식당,81101,F,23,6,15,토,레포츠,1
식당,81201,M,16,5,21,일,레포츠,0
식당,81001,M,26,3,4,수,식당,0
식당,81017,F,22,1,14,월,쇼핑,0
식당,81001,F,27,5,17,금,문화시설,1
식당,81001,M,57,2,19,수,식당,1
식당,81505,M,37,7,24,목,기타문화공간,0
식당,81012,M,28,3,10,목,레포츠,1
식당,81001,F,54,8,8,목,관광지,0
식당,81014,M,54,5,13,수,관광지,1
식당,81001,M,22,6,12,토,기타문화공간,1
식당,80615,M,19,11,24,목,레포츠,1
식당,80615,M,21,4,14,일,문화시설,1
식당,81001,F,32,8,1,월,문화시설,0
식당,81001,M,49,3,6,월,레포츠,1
식당,80615,M,50,3,13,목,관광지,1
식당,81001,F,46,3,24,토,레포츠,0
식당,81004,M,20,4,15,화,기타문화공간,0
식당,81001,M,45,11,1,수,레포츠,1
식당,80615,M,33,10,21,금,관광지,0
식당,81006,M,34,10,23,수,문화시설,1
식당,81001,F,42,1,16,금,관광지,0
식당,81003,F,29,2,24,수,식당,0
식당,81012,F,35,5,15,수,기타문화공간,1
식당,81001,M,21,1,24,화,레포츠,1
식당,81011,M,23,6,5,목,기타문화공간,0
식당,81001,F,48,7,1,목,관광지,0
식당,81008,M,38,12,10,토,쇼핑,1
식당,81007,M,15,6,12,월,쇼핑,1
식당,81201,F,52,6,4,월,문화시설,0
식당,81008,F,52,12,15,토,레포츠,0
식당,81001,M,49,3,3,금,관광지,1
식당,81001,F,23,8,15,화,쇼핑,0
식당,81102,F,37,12,16,월,쇼핑,0
식당,81001,F,24,4,22,금,레포츠,1
식당,80615,M,25,3,13,월,식당,1
식당,81001,M,32,9,6,화,관광지,1
식당,81001,M,38,3,22,목,쇼핑,0
식당,81003,M,26,3,18,목,식당,1
식당,81001,F,19,12,5,월,레포츠,1
식당,81001,M,55,9,7,월,기타문화공간,0
식당,81001,M,16,3,7,일,레포츠,1
식당,81001,M,31,6,8,수,문화시설,0
식당,81012,F,43,1,11,수,관광지,0
식당,81001,M,31,10,18,월,관광지,1
식당,81003,M,22,2,13,월,식당,1
식당,81001,M,18,3,24,화,문화시설,1
식당,81001,M,54,9,13,목,관광지,1
식당,81001,F,42,9,10,목,관광지,0
식당,81001,F,57,5,16,토,기타문화공간,1
식당,81001,M,52,11,22,수,문화시설,0
식당,81001,F,22,5,12,월,문화시설,1
식당,81201,M,22,3,20,금,쇼핑,1
식당,80615,M,37,8,20,목,식당,1
식당,81001,F,48,7,23,월,레포츠,1
식당,80616,M,19,6,9,일,레포츠,1
식당,81001,F,15,5,6,수,식당,0
식당,81201,F,39,4,24,화,쇼핑,1
식당,80615,M,40,2,15,월,식당,0
식당,81001,F,18,5,7,금,관광지,0
식당,81003,F,52,4,23,금,기타문화공간,0
식당,81001,M,34,9,22,토,쇼핑,1
식당,81017,M,36,12,4,화,레포츠,1
식당,81001,F,56,6,5,금,식당,1
식당,81011,M,19,8,11,월,기타문화공간,1
식당,81003,M,58,7,22,월,식당,1
식당,81001,M,22,6,5,토,레포츠,0
식당,80615,F,57,2,13,금,레포츠,1
식당,81001,F,50,3,12,화,관광지,1
식당,81003,F,49,11,14,금,레포츠,0
식당,81001,M,23,8,18,월,문화시설,1
식당,81003,F,55,5,16,월,레포츠,1
식당,81001,M,44,11,20,월,레포츠,1
식당,81201,F,42,3,18,일,레포츠,1
식당,80616,F,36,1,11,수,쇼핑,1
식당,80615,M,24,8,16,일,식당,0
식당,81201,F,43,1,4,수,레포츠,0
식당,81001,F,35,4,3,수,식당,0
식당,80615,M,51,3,2,수,식당,1
식당,81013,M,55,1,15,화,식당,0
식당,81014,M,52,6,16,수,쇼핑,0
식당,81017,M,19,7,23,목,관광지,1
식당,81001,F,25,5,8,목,쇼핑,0
식당,81003,F,42,3,18,일,관광지,1
식당,81001,F,39,7,24,토,문화시설,1
식당,81001,M,22,10,2,월,관광지,0
식당,81001,F,40,4,18,금,관광지,1
식당,81001,M,31,8,3,수,레포츠,0
식당,81101,F,33,9,22,금,레포츠,1
식당,81009,F,25,10,18,일,식당,1
식당,81001,M,46,6,1,토,쇼핑,1
식당,81003,F,27,8,6,수,식당,0
식당,81001,M,32,7,22,토,식당,1
식당,80617,F,26,6,2,목,식당,1
식당,81001,F,18,3,2,일,관광지,0
식당,80617,F,23,10,5,목,레포츠,0
식당,81001,M,45,7,7,목,레포츠,0
식당,81017,M,20,7,16,금,레포츠,0
식당,81001,F,23,12,12,금,기타문화공간,1
식당,80616,M,50,1,15,월,식당,1
식당,81014,F,36,5,17,월,레포츠,0
식당,80617,F,21,7,5,일,쇼핑,0
식당,80615,M,17,11,11,금,레포츠,0
식당,81001,F,21,7,9,일,관광지,0
식당,81001,F,47,5,11,수,문화시설,0
식당,81001,F,30,4,8,목,쇼핑,0
식당,81014,F,29,12,14,화,레포츠,0
식당,80615,F,39,5,15,수,기타문화공간,1
식당,81001,M,31,9,21,금,기타문화공간,1
식당,81001,M,43,2,18,월,레포츠,1
식당,81012,M,28,4,12,월,식당,1
식당,81001,M,33,8,3,화,문화시설,0
식당,80615,F,28,4,16,금,쇼핑,0
식당,81003,M,19,7,15,일,식당,1
식당,81001,F,32,3,1,월,식당,1
식당,81004,M,38,5,22,월,관광지,1
식당,81001,F,19,6,3,일,쇼핑,1
식당,80609,F,29,4,6,토,쇼핑,0
식당,81001,M,41,6,4,수,레포츠,0
식당,81001,M,16,10,21,수,문화시설,0
식당,81012,F,50,4,15,일,식당,0
식당,81001,F,30,9,6,토,문화시설,0
식당,81204,M,36,12,23,토,문화시설,0
식당,81001,M,51,4,6,토,쇼핑,0
식당,81001,M,49,5,3,수,식당,0
식당,81506,M,34,3,15,일,기타문화공간,1
식당,81001,M,25,8,4,목,기타문화공간,1
식당,80615,F,32,2,20,토,문화시설,0
식당,81001,M,56,4,21,화,식당,0
식당,81504,F,48,3,10,수,기타문화공간,1
식당,80615,F,44,1,24,일,쇼핑,1
식당,81017,M,20,1,24,월,식당,1
식당,80615,F,16,8,23,일,레포츠,1
식당,81001,F,53,12,22,토,쇼핑,1
식당,81001,M,19,7,5,수,식당,1
식당,81001,M,18,4,11,화,관광지,1
식당,81001,F,28,10,13,수,식당,1
식당,81002,F,31,3,4,수,문화시설,0
식당,81006,F,25,11,4,월,쇼핑,0
식당,81009,M,39,8,6,금,기타문화공간,0
식당,81017,M,25,8,22,토,식당,0
식당,81001,M,48,10,16,월,문화시설,0
식당,81003,M,51,7,15,목,문화시설,0
식당,80615,F,16,11,8,금,기타문화공간,1
식당,81017,F,24,6,23,금,식당,0
식당,80616,M,49,8,1,일,레포츠,0
식당,81001,M,16,10,22,월,기타문화공간,0
식당,81001,F,39,8,7,수,식당,1
식당,80619,M,30,8,4,목,문화시설,0
식당,81506,F,37,10,11,일,기타문화공간,1
식당,81001,F,31,1,23,월,관광지,1
식당,81001,F,38,12,7,토,기타문화공간,0
식당,81001,M,39,7,17,수,식당,1
식당,81003,M,48,1,9,토,문화시설,1
식당,81001,F,20,1,8,화,레포츠,0
식당,81501,F,43,9,20,수,문화시설,0
식당,81007,M,32,6,15,수,식당,1
식당,81001,F,34,2,16,목,레포츠,1
식당,81001,F,44,9,23,목,문화시설,0
식당,81001,M,29,6,9,화,레포츠,0
식당,81001,M,49,9,13,수,관광지,1
식당,81001,M,43,4,3,수,문화시설,0
식당,81001,F,54,9,11,목,기타문화공간,1
식당,81017,M,56,10,21,수,쇼핑,0
식당,81012,M,46,12,17,월,쇼핑,0
식당,81017,F,29,10,21,일,레포츠,1
식당,81001,M,23,8,23,목,문화시설,0
식당,81001,F,49,5,2,수,문화시설,0
식당,81003,F,25,10,17,목,관광지,0
식당,81001,F,16,5,23,일,기타문화공간,0
식당,81001,F,34,9,24,일,식당,0
식당,81001,M,22,12,23,일,관광지,1
식당,81017,F,39,8,1,월,문화시설,0
식당,81002,M,14,5,17,목,쇼핑,0
식당,81101,M,38,7,24,목,문화시설,0
식당,81001,M,54,10,13,화,관광지,1
식당,81009,M,37,12,11,토,쇼핑,1
식당,81003,F,17,8,14,수,관광지,1
식당,81014,F,41,9,13,월,문화시설,1
식당,80615,M,52,11,22,목,쇼핑,1
식당,81001,M,37,3,11,토,기타문화공간,1
식당,81001,F,37,10,6,수,문화시설,0
식당,81003,F,47,9,9,월,관광지,0
식당,80617,M,44,1,22,월,식당,1
식당,81010,F,56,11,12,월,문화시설,1
식당,81001,F,50,6,17,수,관광지,0
식당,81001,M,20,9,8,토,레포츠,1
식당,81201,F,52,1,9,토,쇼핑,1
식당,81006,F,26,10,9,월,기타문화공간,1
식당,81001,M,38,9,22,수,문화시설,1
식당,80616,F,38,1,14,수,쇼핑,1
식당,81201,M,28,4,8,목,쇼핑,0
식당,81017,M,31,9,12,월,식당,1
식당,81017,F,46,2,14,수,기타문화공간,1
식당,81014,F,37,7,11,목,쇼핑,1
식당,81201,M,27,2,23,화,쇼핑,1
식당,81001,M,33,1,12,일,레포츠,1
식당,81201,F,34,7,6,일,식당,1
식당,80615,F,17,1,23,일,문화시설,1
식당,81017,M,57,12,10,일,관광지,1
식당,81008,M,57,4,11,일,식당,0
식당,81001,F,26,3,24,토,문화시설,0
식당,80615,F,35,10,2,일,쇼핑,0
식당,81001,M,50,10,24,수,식당,0
식당,81001,F,38,9,24,토,식당,0
식당,81001,M,40,10,4,목,쇼핑,0
식당,80615,F,57,11,5,화,쇼핑,1
식당,81506,F,59,4,19,목,관광지,1
식당,81001,M,20,5,21,일,레포츠,0
식당,81505,F,19,10,4,금,쇼핑,1
식당,81008,M,47,5,2,수,문화시설,0
식당,81001,M,41,7,7,금,기타문화공간,1
식당,81001,M,36,12,19,금,식당,1
식당,81001,M,56,10,23,목,관광지,1
식당,81202,F,33,2,9,화,레포츠,0
식당,80615,F,36,9,3,화,쇼핑,0
식당,81012,F,57,3,12,수,관광지,1
식당,80615,F,58,12,22,목,문화시설,1
식당,81101,F,18,11,21,화,기타문화공간,1
식당,81003,M,49,11,19,일,기타문화공간,1
식당,81003,M,28,10,18,월,식당,1
식당,81001,F,20,9,4,일,식당,1
식당,80617,F,36,8,7,화,레포츠,1
식당,81001,F,14,10,17,수,기타문화공간,1
식당,81008,M,57,4,18,화,기타문화공간,1
식당,81012,F,59,6,17,일,쇼핑,1
식당,81001,M,21,1,8,금,식당,1
식당,81001,M,43,1,11,목,문화시설,0
식당,81001,F,36,10,11,화,쇼핑,1
식당,81001,F,19,11,6,화,기타문화공간,0
식당,81001,F,38,8,10,일,관광지,1
식당,81001,F,32,4,16,월,기타문화공간,0
식당,81001,M,38,5,3,수,문화시설,0
식당,81001,F,47,7,10,월,기타문화공간,1
식당,81001,F,20,4,10,금,쇼핑,1
식당,81010,M,58,3,18,토,레포츠,1
식당,81004,M,46,1,7,화,레포츠,1
식당,81017,F,22,9,15,일,관광지,1
식당,81001,M,47,9,21,수,쇼핑,1
식당,81001,F,42,7,21,수,문화시설,1
식당,81001,F,23,10,3,토,레포츠,0
식당,81001,M,16,7,9,화,쇼핑,0
식당,81001,M,26,4,1,일,식당,0
식당,81017,M,48,1,15,금,관광지,1
식당,81003,F,26,1,5,토,문화시설,0
식당,80609,F,16,2,1,일,문화시설,0
식당,81001,F,36,3,21,일,쇼핑,0
식당,81008,F,40,10,8,화,기타문화공간,0
식당,81001,F,56,1,23,수,관광지,1
식당,81001,M,56,12,6,화,기타문화공간,1
식당,80615,F,17,2,21,수,식당,1
식당,81505,F,21,10,2,화,기타문화공간,0
식당,81001,M,15,6,11,토,쇼핑,1
식당,81001,M,19,4,13,화,문화시설,1
식당,81003,F,34,4,8,토,레포츠,1
식당,81001,M,46,2,24,수,쇼핑,0
식당,80610,M,41,7,6,목,식당,1
식당,81001,F,57,12,7,수,쇼핑,0
식당,81201,M,43,8,17,월,식당,1
식당,81001,F,14,11,3,토,식당,1
식당,81001,M,52,3,4,목,쇼핑,1
식당,81001,M,53,4,15,월,관광지,1
식당,81001,M,23,1,10,토,쇼핑,0
식당,81001,F,36,6,18,월,쇼핑,1
식당,81010,F,53,3,24,수,쇼핑,0
식당,81004,F,19,1,12,월,식당,1
식당,80615,M,33,8,7,토,기타문화공간,1
식당,81003,M,24,8,4,월,식당,0
식당,81001,M,23,7,23,목,식당,1
식당,81001,F,35,5,10,목,쇼핑,1
식당,81001,M,46,3,14,금,식당,0
식당,81001,F,28,3,6,월,레포츠,1
식당,81001,F,58,6,12,수,관광지,1
식당,81001,M,39,5,13,금,관광지,1
식당,81001,M,44,10,6,토,문화시설,0
식당,81001,M,19,11,18,수,쇼핑,1
식당,81017,M,34,10,20,토,식당,1
식당,81009,M,29,12,12,토,식당,1
식당,81001,F,40,12,24,수,관광지,0
식당,81017,M,47,4,4,월,식당,0
식당,81001,F,20,8,16,화,문화시설,1
식당,81003,F,44,12,14,월,레포츠,1
식당,81001,F,37,6,2,토,레포츠,0
식당,81001,M,54,2,10,토,쇼핑,0
식당,81001,F,38,1,19,금,쇼핑,1
식당,81201,F,14,6,21,일,쇼핑,0
식당,81001,F,57,9,10,금,레포츠,1
식당,80615,M,16,2,16,토,레포츠,0
식당,81001,F,48,6,11,토,식당,1
식당,81201,M,57,4,13,일,쇼핑,1
식당,81012,F,14,9,17,수,레포츠,0
식당,81505,M,18,5,1,수,기타문화공간,1
식당,81001,F,59,3,1,금,관광지,1
식당,81014,F,46,7,9,화,관광지,0
식당,81001,F,31,11,1,목,문화시설,0
식당,81001,M,14,6,22,목,문화시설,1
식당,81003,F,51,10,9,월,쇼핑,0
식당,81001,M,20,10,14,일,기타문화공간,1
식당,81017,F,36,12,21,수,쇼핑,1
식당,81001,F,39,2,4,토,문화시설,0
식당,81001,F,33,3,4,금,문화시설,0
식당,81001,M,53,3,16,일,기타문화공간,0
식당,80615,F,36,3,10,목,기타문화공간,0
식당,81003,F,22,7,8,토,쇼핑,0
식당,81001,M,29,7,13,수,기타문화공간,1
식당,81001,M,37,7,16,일,관광지,0
식당,81202,F,28,1,15,목,기타문화공간,1
식당,81001,M,42,10,19,일,식당,1
식당,81001,F,46,6,12,월,관광지,1
식당,81003,M,23,11,19,토,관광지,1
식당,81001,F,32,10,3,일,식당,1
식당,81001,F,22,4,19,금,쇼핑,1
식당,81001,M,42,10,10,월,쇼핑,1
식당,81001,M,28,11,10,목,기타문화공간,0
식당,81014,M,27,12,13,목,레포츠,1
식당,81001,F,35,3,11,일,식당,0
식당,81001,F,56,9,19,일,문화시설,1
식당,81001,F,55,3,12,토,관광지,1
식당,81010,F,43,11,13,화,식당,1
식당,81003,M,14,7,11,일,쇼핑,1
식당,81001,M,15,2,15,수,기타문화공간,0
식당,81001,M,36,12,12,수,쇼핑,1
식당,81201,M,41,9,24,월,기타문화공간,1
식당,81017,M,53,2,2,수,식당,1
식당,81001,F,43,1,13,화,쇼핑,1
식당,81001,F,56,8,19,월,관광지,1
식당,81001,F,18,8,19,월,관광지,1
식당,81001,M,52,7,13,일,기타문화공간,1
식당,81001,F,20,4,11,일,식당,1
식당,81201,F,43,5,14,화,관광지,0
식당,81001,M,47,6,4,수,관광지,0
식당,81001,M,29,11,11,목,쇼핑,1
식당,81008,F,20,2,15,금,식당,1
식당,80615,M,51,1,16,수,관광지,1
식당,81001,F,59,4,9,화,식당,1
식당,81004,M,27,6,11,일,문화시설,1
식당,81001,M,57,3,23,목,쇼핑,0
식당,81001,F,46,5,15,일,문화시설,0
식당,81001,F,42,3,17,수,레포츠,1
식당,81001,M,47,1,22,일,문화시설,1
식당,81001,M,41,7,11,일,레포츠,1
식당,81001,M,32,5,19,일,레포츠,1
식당,81001,F,53,3,18,목,레포츠,1
식당,80616,M,26,7,7,목,레포츠,1
식당,81001,M,44,10,13,토,식당,1
식당,81001,M,26,2,1,금,관광지,1
식당,80615,M,49,3,20,금,기타문화공간,0
식당,81003,F,30,5,17,수,기타문화공간,1
식당,81001,F,46,3,8,수,문화시설,1
식당,81001,F,48,4,11,화,레포츠,0
식당,81001,M,15,4,22,목,식당,0
식당,81004,F,38,9,2,화,쇼핑,0
식당,81201,F,20,1,8,월,기타문화공간,1
식당,81001,M,56,11,12,월,문화시설,1
식당,81001,F,59,5,2,목,쇼핑,1
식당,81001,F,26,3,14,일,관광지,1
식당,81001,F,38,7,2,월,문화시설,0
식당,80616,M,40,6,8,목,식당,1
식당,81001,F,55,5,20,수,쇼핑,0
식당,81001,F,48,8,9,화,문화시설,0
식당,81001,F,21,1,23,월,쇼핑,0
식당,81001,M,27,12,11,화,레포츠,1
식당,81506,F,23,10,3,목,관광지,1
식당,81001,M,16,5,23,목,레포츠,1
식당,81007,F,21,1,16,토,레포츠,0
식당,81001,F,39,6,21,목,기타문화공간,0
식당,81001,F,26,3,1,일,관광지,1
식당,81001,M,27,7,14,월,기타문화공간,1
식당,81003,F,42,5,19,일,문화시설,1
식당,81001,F,24,12,17,화,쇼핑,1
식당,81001,F,39,2,17,화,식당,0
식당,81017,F,17,9,19,수,쇼핑,1
식당,81003,F,36,5,8,목,레포츠,0
식당,81001,M,49,7,10,일,레포츠,1
식당,81004,F,44,6,22,일,문화시설,1
식당,81001,M,17,6,14,토,관광지,1
식당,81006,F,36,9,19,일,쇼핑,1
식당,80615,F,58,12,24,토,레포츠,0
식당,81001,M,30,2,2,토,관광지,1
식당,81001,F,26,1,15,토,기타문화공간,1
식당,81017,F,55,11,19,화,쇼핑,1
식당,80619,F,49,5,9,화,쇼핑,1
식당,81001,F,54,12,2,수,기타문화공간,1
식당,81001,M,19,3,15,수,레포츠,0
식당,81001,M,49,10,22,금,문화시설,1
식당,81001,F,16,6,13,수,식당,1
식당,81001,F,55,9,6,토,레포츠,0
식당,81001,M,17,7,2,월,레포츠,0
식당,81001,M,38,9,19,월,레포츠,1
식당,81001,M,49,6,19,수,기타문화공간,1
식당,81012,M,24,7,16,금,쇼핑,0
식당,80615,F,50,6,14,월,쇼핑,1
식당,81201,F,46,2,12,토,문화시설,1
식당,81012,M,23,9,1,금,문화시설,0
식당,81017,M,50,5,14,일,식당,0
식당,81001,M,46,10,5,토,식당,1
식당,81001,M,42,4,7,수,레포츠,0
식당,81001,M,46,12,24,금,관광지,0
식당,81201,F,52,7,24,화,쇼핑,1
식당,81006,F,17,9,8,수,문화시설,0
식당,81001,M,41,3,10,일,레포츠,1
식당,81001,F,33,8,7,토,기타문화공간,1
식당,81001,F,53,2,14,일,관광지,0
식당,81001,M,33,6,4,일,기타문화공간,1
식당,80615,M,20,11,9,목,관광지,0
식당,81001,F,52,11,24,화,관광지,0
식당,81001,M,54,1,15,화,레포츠,1
식당,81001,F,59,6,8,목,관광지,1
식당,81012,M,20,6,19,월,문화시설,1
식당,81001,F,44,12,9,일,식당,0
식당,81001,M,56,2,19,금,문화시설,1
식당,81001,F,16,1,12,토,쇼핑,1
식당,80616,M,56,7,8,화,쇼핑,1
식당,80616,M,47,1,21,수,레포츠,1
식당,80615,F,53,5,8,금,관광지,1
식당,80616,F,34,6,16,월,식당,1
식당,81201,M,32,8,18,화,관광지,1
식당,81001,F,49,8,19,토,문화시설,1
식당,81001,F,28,3,10,화,레포츠,1
식당,81201,M,33,1,4,금,관광지,0
식당,81202,F,36,4,17,일,문화시설,0
식당,81203,F,29,12,21,일,기타문화공간,1
식당,81017,F,41,7,6,목,문화시설,0
식당,81001,M,51,1,18,일,레포츠,1
식당,81010,F,43,6,3,수,식당,0
식당,81010,F,25,10,18,토,관광지,1
식당,81001,M,18,7,9,목,관광지,0
식당,81001,M,23,5,9,화,문화시설,1
식당,81001,F,39,6,4,월,쇼핑,1
식당,81008,M,39,10,5,월,식당,1
식당,81005,M,45,1,17,토,기타문화공간,1
식당,81006,M,14,7,16,목,레포츠,1
식당,81008,F,46,11,6,일,관광지,1
식당,81001,M,48,2,12,화,쇼핑,1
식당,81001,F,35,3,8,화,문화시설,0
식당,81017,M,17,6,16,수,문화시설,0
식당,81001,F,17,7,23,일,문화시설,1
식당,81001,M,49,2,7,토,관광지,1
식당,81006,M,33,6,17,금,문화시설,0
식당,81005,F,19,3,13,화,레포츠,1
식당,81014,M,50,1,9,일,쇼핑,1
식당,81003,F,33,6,6,목,관광지,0
식당,81001,M,20,2,16,화,관광지,0
식당,81001,F,20,3,6,일,식당,1
식당,81010,F,17,5,9,목,문화시설,0
식당,81007,M,57,11,5,일,문화시설,0
식당,81001,F,29,7,3,월,식당,0
식당,81001,M,17,10,10,금,식당,0
식당,81001,F,37,10,12,목,기타문화공간,1
식당,81010,F,36,9,22,수,쇼핑,1
식당,81005,F,34,2,9,금,문화시설,1
식당,81001,M,39,12,21,일,관광지,1
식당,81003,M,48,4,14,화,식당,0
식당,80615,M,59,1,15,수,쇼핑,1
식당,81003,M,35,10,16,토,관광지,1
식당,81001,M,33,8,9,수,레포츠,0
식당,81001,M,24,11,10,화,레포츠,0
식당,81001,F,25,5,12,월,문화시설,1
식당,81001,F,43,3,19,수,문화시설,1
식당,81006,F,32,7,7,월,쇼핑,0
식당,81001,F,40,2,7,목,문화시설,0
식당,81001,F,57,10,2,목,쇼핑,0
식당,81001,F,34,6,11,일,식당,1
식당,81001,M,18,2,16,화,문화시설,0
식당,81001,F,43,4,20,토,식당,1
식당,81001,M,20,11,16,일,문화시설,1
식당,81001,M,31,4,15,일,기타문화공간,1
식당,81001,F,28,4,14,토,쇼핑,0
식당,81001,F,35,6,17,수,레포츠,1
식당,81001,F,33,1,10,화,레포츠,1
식당,81017,M,24,11,23,화,식당,0
식당,81001,F,59,5,6,화,문화시설,0
식당,81008,M,58,10,10,수,기타문화공간,0
식당,81004,F,55,6,20,토,기타문화공간,0
식당,81001,M,50,8,14,화,식당,1
식당,81001,F,49,10,7,수,기타문화공간,1
식당,81001,F,48,4,4,토,기타문화공간,0
식당,81001,M,15,5,13,목,레포츠,1
식당,81017,F,56,9,12,월,문화시설,1
식당,81001,M,29,10,22,토,관광지,0
식당,81003,M,14,7,6,일,식당,1
식당,81001,F,22,6,8,수,레포츠,1
식당,81001,M,24,10,4,일,식당,1
식당,81001,F,21,1,6,월,레포츠,1
식당,81001,M,14,9,21,월,관광지,0
식당,81001,M,49,2,7,일,문화시설,0
식당,81001,F,38,12,16,월,관광지,0
식당,81012,F,23,3,1,목,문화시설,0
식당,81005,F,58,9,9,금,문화시설,1
식당,81001,F,23,12,13,수,식당,1
식당,81001,F,55,2,9,수,관광지,0
식당,81001,M,39,7,8,금,식당,1
식당,81001,M,28,5,10,금,레포츠,0
식당,81001,F,56,2,20,화,식당,0
식당,81001,M,56,8,16,수,레포츠,0
식당,81003,F,27,11,11,일,기타문화공간,1
식당,80615,M,57,7,18,목,쇼핑,1
식당,80615,F,27,5,14,일,쇼핑,0
식당,81001,F,30,11,2,수,쇼핑,1
식당,81011,M,35,9,15,수,관광지,1
식당,81001,M,28,3,14,토,관광지,1
식당,81001,M,37,7,21,수,레포츠,1
식당,81005,F,40,3,13,수,기타문화공간,1
식당,81001,M,38,8,18,일,관광지,1
식당,81003,F,49,7,19,월,기타문화공간,1
식당,81003,F,48,10,10,금,식당,1
식당,81003,F,54,11,24,화,식당,0
식당,81001,F,49,11,7,월,레포츠,1
식당,81001,F,44,8,5,수,문화시설,0
식당,80615,F,43,10,1,금,기타문화공간,1
식당,81001,F,38,7,3,토,식당,1
식당,81001,M,27,8,3,토,문화시설,0
식당,81004,F,37,2,2,금,식당,1
식당,81001,M,35,5,14,금,문화시설,1
식당,81011,M,19,3,21,화,관광지,1
식당,81010,M,56,9,12,수,관광지,1
식당,80615,M,40,3,18,화,쇼핑,1
식당,81017,M,53,8,22,금,레포츠,0
식당,80615,M,51,7,7,수,식당,0
식당,81006,M,30,7,4,일,레포츠,0
식당,81001,F,17,1,4,금,식당,1
식당,81004,F,20,11,20,일,쇼핑,0
식당,81001,M,29,2,10,화,레포츠,0
식당,81001,M,45,11,16,토,관광지,1
식당,81001,F,45,2,9,화,쇼핑,0
식당,81001,M,36,8,24,일,레포츠,0
식당,81001,M,45,7,18,목,기타문화공간,1
식당,81004,M,45,6,7,토,문화시설,1
식당,81003,F,40,6,4,화,기타문화공간,0
식당,81001,F,14,6,7,목,쇼핑,0
식당,81001,M,21,11,20,화,기타문화공간,1
식당,81003,M,32,5,1,토,기타문화공간,1
식당,81001,M,45,9,17,목,기타문화공간,0
식당,81001,M,24,8,5,수,문화시설,0
식당,81001,F,36,6,15,수,레포츠,1
식당,81001,F,44,3,21,토,쇼핑,0
식당,81001,F,48,4,12,목,쇼핑,1
식당,81001,M,42,8,23,토,식당,1
식당,80616,M,34,6,22,월,식당,0
식당,81004,F,35,11,14,화,관광지,1
식당,81017,M,47,9,5,수,기타문화공간,1
